1012446;Storm Technologies;4;;;www.storm-technologies.com;www.se.com;The Boulevard, Blackmoor Lane, WD18 8YW;WD18 8YW;Watford;;unitedkingdom;
1012447;Stratos Control Systems Ltd;4;;;;www.se.com;Great Harrowden LodgeGreat Harrowden;NN9 5AE;WELLINGBOROUGH;;unitedkingdom;
1012448;Swinton Technology;4;;;;www.se.com;Swinton HouseHertford Way- York Road Bus Pk;YO17 6YG;MALTON;;unitedkingdom;
1012450;TBA Doncaster Limited;4;;;;www.se.com;4 Railway CourtTen Pound Walk;DN4 5FB;Doncaster;;unitedkingdom;
1012452;TF Tull Ltd;4;;;;www.se.com;Unit D Caxton CourtCaxton Way;WD18 8RH;WATFORD;;unitedkingdom;
1012454;Total Automated Solutions Ltd;4;;;;www.se.com;Unit 19A Centre ParkMarston Business Park;YO26 7QF;Tockwith;North Yorkshire;unitedkingdom;
1012459;Applied Integration UK Ltd;4;;;;www.se.com;14 Ellerbeck WayStokesley Industrial Park;TS9 5JZ;STOKESLEY;;unitedkingdom;
1012469;BGEN Ltd;4;;;;www.se.com;5 West LinksTollgate;SO53 3TG;Chandlers Ford;Hampshire;unitedkingdom;
1012470;Bilfinger UK  Ltd;4;;;;www.se.com;2 St Mary's Gate,;S41 7TD;CHESTERFIELD;Derbyshire;unitedkingdom;
1012473;Building Energy Systems Limited;4;;;;www.se.com;Victory House, 400 Pavilion Drive,;NN4 7PA;Northampton;;unitedkingdom;
1012478;Adsyst Automation Limited;4;;;;www.se.com;14 Innovation Way;PE2 6FL;Peterborough;Cambridgeshire;unitedkingdom;
1012479;Bunton M&E Services;4;;;;www.se.com;Greenfield FarmBroadfield;SG6 9RD;BUTINGFORD;Invernesshire;unitedkingdom;
1012481;Callisto Integration Europe Ltd;4;;;;www.se.com;Innovation CentreWarwick Technology ParkGallows Hill;CV34 6UW;Warwick;West Midlands;unitedkingdom;
1012482;Canham Controls Ltd;4;;;;www.se.com;25 Fenlake Business CentreFengate;PE1 5BQ;PETERBOROUGH;;unitedkingdom;
1012484;CEMA Ltd;4;;;;www.se.com;Victoria Business ParkPintail CloseNetherfield;NG4 2SG;NOTTINGHAM;;unitedkingdom;
1012488;Comfort Controls (Midlands) Limited;4;;;;www.se.com;Comfort House10 Charter Point Way;LE65 1NF;ASHBY DE LA ZOUCH;Leicestershire;unitedkingdom;
1012489;Aegir Technical Services Ltd;4;;;;www.se.com;Unit 9B Dunkirk Business ParkSouthwick;BA14 9NL;TROWBRIDGE;Wiltshire;unitedkingdom;
1012491;Cougar Automation;4;;;;www.se.com;The BreezeKelvin Close Birchwood;WA3 7UD;Warrington;;unitedkingdom;
1012500;AES Control Systems;4;;;Www.aescontrolsystems.co.uk;www.se.com;72 Tenter Road, Moulton Park;NN3 6AX;Northampton;Northamptonshire;unitedkingdom;
1012501;E2 Services;4;;;;www.se.com;24-25 Foley Street;W1W 6DX;London;;unitedkingdom;
1012504;EMC Ltd;4;;;;www.se.com;Hill FarmWatton RoadBarford;NR9 4AR;NORWICH;Norfolk;unitedkingdom;
1012505;Entech Ltd;4;;;;www.se.com;The Old ForgeHigh Street;TN16 1JN;WESTERHAM;;unitedkingdom;
1012511;Aimteq Energy;4;;;;www.se.com;Unit 8 Cirencester Office Park;GL7 6JJ;Cirencester;Gloucestershire;unitedkingdom;
1012513;iLECSYS Limited;4;;;;www.se.com;Unit 7 Compass Business Park,CHESSINGTON;KT9 1TT;Surrey;;unitedkingdom;
1012514;Impact Control Systems Ltd;4;;;;www.se.com;Unit 3 Howley Park Bus VillagePullan WayMorley;LS27 0BZ;LEEDS;Merseyside;unitedkingdom;
1012516;Industrial Automation & Control Ltd;4;;;;www.se.com;Delta HouseQueensway Meadows;NP19 4SS;NEWPORT;Gwent;unitedkingdom;
1012517;Industrial Technology Systems;4;;;;www.se.com;Its House- High Force RoadRiverside Park;TS2 1RH;MIDDLESBROUGH;;unitedkingdom;
1012521;ITI Group Ltd;4;;;;www.se.com;Suite BChadwick HouseBirchwood;WA3 6AE;Warrington;;unitedkingdom;
1012523;JEM Controls Ltd;4;;;;www.se.com;71 Blackburn WayWest Wick;BS24 7GT;Weston Super Mare;Somerset;unitedkingdom;
1012526;KVAR Engineering Services Ltd;4;;;;www.se.com;Forstyth House20 Woodlands Road;DL3 7PL;DARLINGTON;;unitedkingdom;
1012533;Aimteq Solutions Limited;4;;;;www.se.com;The MissionWellington Street;SK1 3AH;Stockport;Cheshire;unitedkingdom;
1012543;Quantum Controls Ltd - c/o Hire Fleet;4;;;;www.se.com;6a DukeswayLow Prudhoe Industrial Estate;NE42 6PQ;PRUDHOE;;unitedkingdom;
1012544;Alderley Systems Ltd;4;;;;www.se.com;Kingfisher HouseArnolds Field EstateThe DownsWickwar;GL12 8JB;WOTTON UNDER EDGE;;unitedkingdom;
1012547;Schneider Electric - Belfast;4;;;;www.se.com;Units 1&240 Montgomery Road;BT6 5NW;BELFAST;;unitedkingdom;
1012548;Schneider Electric - Fareham;4;;;;www.se.com;Pavillion 820 Little Park Farm RoadSegensworth West;PO15 5TD;FAREHAM;;unitedkingdom;
1012549;Schneider Electric - Gateshead;4;;;;www.se.com;2nd Floor Queens ParkQueenswayTeam Valley;NE11 0HF;Gateshead;;unitedkingdom;
1012550;Schneider Electric - Warrington (Buildings);4;;;;www.se.com;Europa HouseGemini Business Park310 Europa Boulevard;WA5 7XR;Warrington;;unitedkingdom;
1012551;Schneider Electric LTD;4;;;;www.se.com;Units 1-6 Technology BuildingJames Watt AvenueScottish Enterprise Technology ParkEast Kilbride;G75 0QD;Glasgow;;unitedkingdom;
1012552;Sella Controls Limited;4;;;;www.se.com;Carrington Field Street;SK1 3JN;STOCKPORT;;unitedkingdom;
1012554;Stephen Gillespie Consultant Limite;4;;;;www.se.com;Sunnyside WorksGartsherrie Road;ML5 2DJ;Coatbridge;;unitedkingdom;
1012558;ComputerPower [Consultants] Ltd.;4;;;;www.se.com;21 Mount Pleasant, Guiseley;LS209EB;Leeds, West Yorkshir;;unitedkingdom;
1012570;Dacoll Limited;4;;;www.dacoll.co.uk;www.se.com;Georgeville;DD11 3RH;Arbroath;;unitedkingdom;
1012582;Derbyshire Technology Systems;4;;;www.derbytechsys.com;www.se.com;32 Friar Gate;DE1 1BX;Derby;Derbyshire;unitedkingdom;
1012586;DLB Electrical Wholesalers Limited;4;;;;www.se.com;Unit 3 CMT Trading Estate,Broadwell Road,OLDBURY;B69 4BQ;West Midlands;;unitedkingdom;
1012604;Edmundson Electrical Ltd;4;;;;www.se.com;Seph WayYork Road Industrial Park;YO17 6YF;MALTON;;unitedkingdom;
1012620;Electricbase Ltd;4;;;;www.se.com;Maybrook Road,STRATFORD UPON AVON;CV37 0AB;Warwickshire;;unitedkingdom;
1012626;ERF Electrical Wholesalers Ltd;4;;;;www.se.com;173 Loughborough Road,LEICESTER;LE4 5LR;Leicestershire;;unitedkingdom;
1012627;ERF Electrical Wholesalers Ltd Unit 1 Andover Trade Park;4;;;;www.se.com;Unit 1 Andover Trade Park;SP10 3ZL;ANDOVER;Hampshire;unitedkingdom;
1012629;ETS/ HTE Western Automation LEEDS;4;;;;www.se.com;Unit 1 Jack Lane Industrial Estate,Holbeck,LEEDS;LS11 9NP;West Yorkshire;;unitedkingdom;
1012631;European Electronique;4;;;;www.se.com;Forward House;OX29 4TT;Oxfordshire;Oxfordshire;unitedkingdom;
1012663;Heliocentrix;4;;;;www.se.com;Heliocentrix, Beech House;TN12 9EJ;Marden;Kent;unitedkingdom;
1012673;Indigo Cross;4;;;;www.se.com;30 Chancellors;SG15 6YB;Arlesey;Bedfordshire;unitedkingdom;
1012688;JFA Infrastructures Ltd - Lond;4;;;www.jfainfrastructures.com;www.se.com;Suite LP31121 20-22 Wenlock Road;N1 7GU;London;Greater London;unitedkingdom;
1012702;Lakeland Computer Supplies;4;;;;www.se.com;Carlton House;SN11 9PU;Calne;Wiltshire;unitedkingdom;
1012703;Lane Business Systems Ltd;4;;;;www.se.com;164-180 Union St,;SE1 0LH;London;Middlesex;unitedkingdom;
1012707;Leicester Elec Distributors Ltd;4;;;;www.se.com;Unit 2, Barrington Industrial Estat,Leycroft Road,LEICESTER;LE4 1ET;Leicestershire;Leicestershire;unitedkingdom;
1012719;MBA IT;4;;;www.mba-it.com;www.se.com;MBA IT Unit190A Canonbury Yard Canonbury Business Centre;n1 7bj;London;Greater London;unitedkingdom;
1012723;AN Supplies Ltd.;4;;;;www.se.com;North Road, Bridgend Ind. Est.;CF31 3TP;Bridgend;Mid Glamorgan;unitedkingdom;
1012728;Milestone onwards limited;4;;;;www.se.com;BMK building UMA show grounds lugogo;256;Kampala;Caernarfonshire;unitedkingdom;
1012733;Module IT;4;;;;www.se.com;3rd Floor, Aspen Building;;Mitcheldean;;unitedkingdom;
1012735;Module IT Ltd;4;;;;www.se.com;Carlson Suite;GL17 0DD;Mitcheldean;Gloucestershire;unitedkingdom;
1012739;MW Consultancy Ltd;4;;;;www.se.com;17 Newlay Wood Rise;LS18 4LY;LEEDS;West Yorkshire;unitedkingdom;
1012740;MWL Systems - Llay;4;;;;www.se.com;Davy Way;LL12 0PG;Llay;Warwickshire;unitedkingdom;
1012750;New Test Inc;4;;;dot.com;www.se.com;Baker st 210;SE6 1AA;London;;unitedkingdom;
1012754;NG-IT;4;;;;www.se.com;4, Oxford Court,;M2 3WQ;Manchester;;unitedkingdom;
1012760;NOUVEAU;4;;;;www.se.com;Nouveau Solutions Ltd, Alba House, Mulberry Business Park;RG412GY;Wokingham;Berkshire;unitedkingdom;
1012761;NOVATECH;4;;;https://www.novatech.co.uk/;www.se.com;Harbour House;PO6 4PU;Portmouth;Hampshire;unitedkingdom;
1012766;One Stop Computers;4;;;;www.se.com;173-175 London Road;ST4 5RW;Stoke on Trent;West Midlands;unitedkingdom;
1012782;Project Vision;4;;;https://www.project-vision.co.uk;www.se.com;68 Lombard Street;EC3V 9LJ;London;Greater London;unitedkingdom;
1012786;Quodo Technology Limited;4;;;;www.se.com;Kemp House;EC1V 2NX;London;Greater London;unitedkingdom;
1012788;R&M Electrical Wholesalers Ltd;4;;;;www.se.com;Unit 5 Westerton Road,East Mains Ind Est,BROXBURN;EH52 5AU;West Lothian;;unitedkingdom;
1012797;Reliable Technology;4;;;;www.se.com;188 hither lane;se13 6qb;lewisham;Greater London;unitedkingdom;
1012813;Servium Ltd;4;;;;www.se.com;Trident Court;KT9 1BD;Chessington;Surrey;unitedkingdom;
1012852;The Cabling Group;4;;;;www.se.com;5 Lloyd's Ave;EC3N 3AE;London;Castlereagh;unitedkingdom;
1012853;The Electrical Network (Scar) Ltd;4;;;;www.se.com;18-20 Barrys Lane,Barrys Lane,SCARBOROUGH;YO12 4HA;North Yorkshire;;unitedkingdom;
1012854;The Electrical Network Ltd;4;;;;www.se.com;76 Abercom Street,PAISLEY;PA3 4AY;Renfrewshire;;unitedkingdom;
1012868;UK Test Registered Company;4;;;;www.se.com;2 Main St;12345;Leeds;South Yorkshire;unitedkingdom;
1012877;Viadex - London;4;;;;www.se.com;Red Lion Road Surbiton;KT6 7QD;London;;unitedkingdom;
1012892;YESSS Electrical (A) Ltd 18/2B Dryden Road;4;;;;www.se.com;18/2B Dryden Road;EH20 9LZ;EDINBURGH;Midlothian;unitedkingdom;
1012894;YESSS Electrical (B) Ltd;4;;;;www.se.com;Unit 1A Alumex Works,Water Lane,HALIFAX;HX3 9HG;West Yorkshire;;unitedkingdom;
1012909;Britannia IT Services LTD;4;;;;www.se.com;Britannia IT Services LTD;;Southport;;unitedkingdom;
1012914;CALIBRE POWER ELECTRONICS LTD.;4;;;;www.se.com;11 DORWARD ROAD;DD10 85B;ANGUS;;unitedkingdom;
1012921;CEF Bangor Ltd;4;;;;www.se.com;Caernarfon Road;LL57 4SU;BANGOR;;unitedkingdom;
1012927;CEF Solihull Ltd Unit 2 Radway Rd;4;;;;www.se.com;Unit 2 Radway Rd;B90 4NR;SOLIHULL;West Midlands;unitedkingdom;
1012931;CEF Telford Ltd;4;;;;www.se.com;Unit 2 Stafford Park 17,TELFORD;TF3 3DN;Shropshire;;unitedkingdom;
1012932;CEF Wigan Ltd;4;;;;www.se.com;Units 4-6 Clayton Street,WIGAN;WN3 4DA;Lancashire;;unitedkingdom;
1012938;CHEMIGRAPHIC LTD.;4;;;https://www.chemigraphic.co.uk/;www.se.com;Unit A2 the Fleming Centre;RH10 9NF;Crawley;West Sussex;unitedkingdom;
1012943;City Hardware Ltd;4;;;;www.se.com;Block 7 Unit 3Peffermill Ind Estate;EH16 5UY;EDINBURGH;;unitedkingdom;
1012944;City Heating Spares;4;;;;www.se.com;Unit 5 Brent Road,Green Lane Trading Estate,STOCKPORT;SK4 2LD;Cheshire;;unitedkingdom;
1012945;City Heating Spares;4;;;;www.se.com;Unit 2A Telford Road,Churchfields Industrial Estate,SALISBURY;SP2 7PH;Wiltshire;;unitedkingdom;
1012948;Cms (Cable Management Supplies) Ltd;4;;;;www.se.com;Unit 4 Hawley Lane Ind Estate,Hawley Lane,FARNBOROUGH;GU14 8EH;Hants;Hampshire;unitedkingdom;
1012949;Colwyn Technologies Ltd;4;;;;www.se.com;Woodlands House;LL57 4FA;Bangor;Gwynedd;unitedkingdom;
